ID,Year,Date,Stage,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Host Team
1,1930,1930-07-13,Group stage,France,4,1,Mexico,France wins,False
2,1930,1930-07-13,Group stage,United States,3,0,Belgium,United States wins,False
3,1930,1930-07-14,Group stage,Yugoslavia,2,1,Brazil,Yugoslavia wins,False
4,1930,1930-07-14,Group stage,Romania,3,1,Peru,Romania wins,False
5,1930,1930-07-15,Group stage,Argentina,1,0,France,Argentina wins,False
6,1930,1930-07-16,Group stage,Chile,3,0,Mexico,Chile wins,False
7,1930,1930-07-17,Group stage,Yugoslavia,4,0,Bolivia,Yugoslavia wins,False
8,1930,1930-07-17,Group stage,United States,3,0,Paraguay,United States wins,False
9,1930,1930-07-18,Group stage,Uruguay,1,0,Peru,Uruguay wins,True
10,1930,1930-07-19,Group stage,Chile,1,0,France,Chile wins,False
11,1930,1930-07-19,Group stage,Argentina,6,3,Mexico,Argentina wins,False
12,1930,1930-07-20,Group stage,Brazil,4,0,Bolivia,Brazil wins,False
13,1930,1930-07-20,Group stage,Paraguay,1,0,Belgium,Paraguay wins,False
14,1930,1930-07-21,Group stage,Uruguay,4,0,Romania,Uruguay wins,True
15,1930,1930-07-22,Group stage,Argentina,3,1,Chile,Argentina wins,False
16,1930,1930-07-26,Semi-finals,Argentina,6,1,United States,Argentina wins,False
17,1930,1930-07-27,Semi-finals,Uruguay,6,1,Yugoslavia,Uruguay wins,True
18,1930,1930-07-30,Final,Uruguay,4,2,Argentina,Uruguay wins,True
19,1934,1934-05-27,Round of 16,Austria,3,2,France,Extra time,False
20,1934,1934-05-27,Round of 16,Hungary,4,2,Egypt,Hungary wins,False
21,1934,1934-05-27,Round of 16,Switzerland,3,2,Netherlands,Switzerland wins,False
22,1934,1934-05-27,Round of 16,Sweden,3,2,Argentina,Sweden wins,False
23,1934,1934-05-27,Round of 16,Germany,5,2,Belgium,Germany wins,False
24,1934,1934-05-27,Round of 16,Spain,3,1,Brazil,Spain wins,False
25,1934,1934-05-27,Round of 16,Italy,7,1,United States,Italy wins,True
26,1934,1934-05-27,Round of 16,Czechoslovakia,2,1,Romania,Czechoslovakia wins,False
27,1934,1934-05-31,Quarter-finals,Czechoslovakia,3,2,Switzerland,Czechoslovakia wins,False
28,1934,1934-05-31,Quarter-finals,Germany,2,1,Sweden,Germany wins,False
29,1934,1934-05-31,Quarter-finals,Italy,1,1,Spain,Match nul,True
30,1934,1934-05-31,Quarter-finals,Austria,2,1,Hungary,Austria wins,False
31,1934,1934-06-01,Quarter-finals,Italy,1,0,Spain,Italy wins,True
32,1934,1934-06-03,Semi-finals,Italy,1,0,Austria,Italy wins,True
33,1934,1934-06-03,Semi-finals,Czechoslovakia,3,1,Germany,Czechoslovakia wins,False
34,1934,1934-06-07,Third place,Germany,3,2,Austria,Germany wins,False
35,1934,1934-06-10,Final,Italy,2,1,Czechoslovakia,Extra time,True
36,1938,1938-06-04,Round of 16,Switzerland,1,1,Germany,Match nul,False
37,1938,1938-06-05,Round of 16,Hungary,6,0,Indonesia,Hungary wins,False
38,1938,1938-06-05,Round of 16,France,3,1,Belgium,France wins,True
39,1938,1938-06-05,Round of 16,Cuba,3,3,Romania,Match nul,False
40,1938,1938-06-05,Round of 16,Italy,2,1,Norway,Extra time,False
41,1938,1938-06-05,Round of 16,Brazil,6,5,Poland,Extra time,False
42,1938,1938-06-05,Round of 16,Czechoslovakia,3,0,Netherlands,Extra time,False
43,1938,1938-06-09,Round of 16,Cuba,2,1,Romania,Cuba wins,False
44,1938,1938-06-09,Round of 16,Switzerland,4,2,Germany,Switzerland wins,False
45,1938,1938-06-12,Quarter-finals,Brazil,1,1,Czechoslovakia,Match nul,False
46,1938,1938-06-12,Quarter-finals,Hungary,2,0,Switzerland,Hungary wins,False
47,1938,1938-06-12,Quarter-finals,Sweden,8,0,Cuba,Sweden wins,False
48,1938,1938-06-12,Quarter-finals,France,1,3,Italy,Italy wins,True
49,1938,1938-06-14,Quarter-finals,Brazil,2,1,Czechoslovakia,Brazil wins,False
50,1938,1938-06-16,Semi-finals,Hungary,5,1,Sweden,Hungary wins,False
51,1938,1938-06-16,Semi-finals,Italy,2,1,Brazil,Italy wins,False
52,1938,1938-06-19,Third place,Brazil,4,2,Sweden,Brazil wins,False
53,1938,1938-06-19,Final,Italy,4,2,Hungary,Italy wins,False
54,1950,1950-06-24,First round,Brazil,4,0,Mexico,Brazil wins,True
55,1950,1950-06-25,First round,England,2,0,Chile,England wins,False
56,1950,1950-06-25,First round,Spain,3,1,United States,Spain wins,False
57,1950,1950-06-25,First round,Sweden,3,2,Italy,Sweden wins,False
58,1950,1950-06-25,First round,Yugoslavia,3,0,Switzerland,Yugoslavia wins,False
59,1950,1950-06-28,First round,Brazil,2,2,Switzerland,Match nul,True
60,1950,1950-06-28,First round,Yugoslavia,4,1,Mexico,Yugoslavia wins,False
61,1950,1950-06-29,First round,Spain,2,0,Chile,Spain wins,False
62,1950,1950-06-29,First round,United States,1,0,England,United States wins,False
63,1950,1950-06-29,First round,Sweden,2,2,Paraguay,Match nul,False
64,1950,1950-07-01,First round,Brazil,2,0,Yugoslavia,Brazil wins,True
65,1950,1950-07-02,First round,Spain,1,0,England,Spain wins,False
66,1950,1950-07-02,First round,Italy,2,0,Paraguay,Italy wins,False
67,1950,1950-07-02,First round,Uruguay,8,0,Bolivia,Uruguay wins,False
68,1950,1950-07-02,First round,Chile,5,2,United States,Chile wins,False
69,1950,1950-07-02,First round,Switzerland,2,1,Mexico,Switzerland wins,False
70,1950,1950-07-09,Final round,Uruguay,2,2,Spain,Match nul,False
71,1950,1950-07-09,Final round,Brazil,7,1,Sweden,Brazil wins,True
72,1950,1950-07-13,Final round,Brazil,6,1,Spain,Brazil wins,True
73,1950,1950-07-13,Final round,Uruguay,3,2,Sweden,Uruguay wins,False
74,1950,1950-07-16,Final round,Sweden,3,1,Spain,Sweden wins,False
75,1950,1950-07-16,Final round,Uruguay,2,1,Brazil,Uruguay wins,True
76,1954,1954-06-16,Group stage,Uruguay,2,0,Czechoslovakia,Uruguay wins,False
77,1954,1954-06-16,Group stage,Austria,1,0,Scotland,Austria wins,False
78,1954,1954-06-16,Group stage,Brazil,5,0,Mexico,Brazil wins,False
79,1954,1954-06-16,Group stage,Yugoslavia,1,0,France,Yugoslavia wins,False
80,1954,1954-06-17,Group stage,Switzerland,2,1,Italy,Switzerland wins,True
81,1954,1954-06-17,Group stage,Germany,4,1,Turkey,Germany wins,False
82,1954,1954-06-17,Group stage,Hungary,9,0,South Korea,Hungary wins,False
83,1954,1954-06-17,Group stage,England,4,4,Belgium,Match nul,False
84,1954,1954-06-19,Group stage,Uruguay,7,0,Scotland,Uruguay wins,False
85,1954,1954-06-19,Group stage,Austria,5,0,Czechoslovakia,Austria wins,False
86,1954,1954-06-19,Group stage,Brazil,1,1,Yugoslavia,Match nul,False
87,1954,1954-06-19,Group stage,France,3,2,Mexico,France wins,False
88,1954,1954-06-20,Group stage,Hungary,8,3,Germany,Hungary wins,False
89,1954,1954-06-20,Group stage,Turkey,7,0,South Korea,Turkey wins,False
90,1954,1954-06-20,Group stage,Italy,4,1,Belgium,Italy wins,False
91,1954,1954-06-20,Group stage,Switzerland,0,2,England,England wins,True
92,1954,1954-06-23,Group stage,Germany,7,2,Turkey,Germany wins,False
93,1954,1954-06-23,Group stage,Switzerland,4,1,Italy,Switzerland wins,True
94,1954,1954-06-26,Quarter-finals,Uruguay,4,2,England,Uruguay wins,False
95,1954,1954-06-26,Quarter-finals,Switzerland,5,7,Austria,Austria wins,True
96,1954,1954-06-27,Quarter-finals,Germany,2,0,Yugoslavia,Germany wins,False
97,1954,1954-06-27,Quarter-finals,Hungary,4,2,Brazil,Hungary wins,False
98,1954,1954-06-30,Semi-finals,Germany,6,1,Austria,Germany wins,False
99,1954,1954-06-30,Semi-finals,Hungary,4,2,Uruguay,Extra time,False
100,1954,1954-07-03,Third place,Austria,3,1,Uruguay,Austria wins,False
101,1954,1954-07-04,Final,Germany,3,2,Hungary,Germany wins,False
102,1958,1958-06-08,Group stage,Sweden,3,0,Mexico,Sweden wins,True
103,1958,1958-06-08,Group stage,Russia,2,2,England,Match nul,False
104,1958,1958-06-08,Group stage,Argentina,1,3,Germany,Germany wins,False
105,1958,1958-06-08,Group stage,Hungary,1,1,Wales,Match nul,False
106,1958,1958-06-08,Group stage,France,7,3,Paraguay,France wins,False
107,1958,1958-06-08,Group stage,Yugoslavia,1,1,Scotland,Match nul,False
108,1958,1958-06-08,Group stage,Brazil,3,0,Austria,Brazil wins,False
109,1958,1958-06-08,Group stage,Northern Ireland,1,0,Czechoslovakia,Northern Ireland wins,False
110,1958,1958-06-11,Group stage,Brazil,0,0,England,Match nul,False
111,1958,1958-06-11,Group stage,Mexico,1,1,Wales,Match nul,False
112,1958,1958-06-11,Group stage,Paraguay,3,2,Scotland,Paraguay wins,False
113,1958,1958-06-11,Group stage,Yugoslavia,3,2,France,Yugoslavia wins,False
114,1958,1958-06-11,Group stage,Russia,2,0,Austria,Russia wins,False
115,1958,1958-06-11,Group stage,Germany,2,2,Czechoslovakia,Match nul,False
116,1958,1958-06-11,Group stage,Argentina,3,1,Northern Ireland,Argentina wins,False
117,1958,1958-06-12,Group stage,Sweden,2,1,Hungary,Sweden wins,True
118,1958,1958-06-15,Group stage,Sweden,0,0,Wales,Match nul,True
119,1958,1958-06-15,Group stage,Brazil,2,0,Russia,Brazil wins,False
120,1958,1958-06-15,Group stage,Germany,2,2,Northern Ireland,Match nul,False
121,1958,1958-06-15,Group stage,Hungary,4,0,Mexico,Hungary wins,False
122,1958,1958-06-15,Group stage,Paraguay,3,3,Yugoslavia,Match nul,False
123,1958,1958-06-15,Group stage,France,2,1,Scotland,France wins,False
124,1958,1958-06-15,Group stage,England,2,2,Austria,Match nul,False
125,1958,1958-06-15,Group stage,Czechoslovakia,6,1,Argentina,Czechoslovakia wins,False
126,1958,1958-06-17,Group stage,Russia,1,0,England,Russia wins,False
127,1958,1958-06-17,Group stage,Northern Ireland,2,1,Czechoslovakia,Extra time,False
128,1958,1958-06-17,Group stage,Wales,2,1,Hungary,Wales wins,False
129,1958,1958-06-19,Quarter-finals,Brazil,1,0,Wales,Brazil wins,False
130,1958,1958-06-19,Quarter-finals,Germany,1,0,Yugoslavia,Germany wins,False
131,1958,1958-06-19,Quarter-finals,Sweden,2,0,Russia,Sweden wins,True
132,1958,1958-06-19,Quarter-finals,France,4,0,Northern Ireland,France wins,False
133,1958,1958-06-24,Semi-finals,Sweden,3,1,Germany,Sweden wins,True
134,1958,1958-06-24,Semi-finals,Brazil,5,2,France,Brazil wins,False
135,1958,1958-06-28,Third place,France,6,3,Germany,France wins,False
136,1958,1958-06-29,Final,Sweden,2,5,Brazil,Brazil wins,True
137,1962,1962-05-30,Group stage,Uruguay,2,1,Colombia,Uruguay wins,False
138,1962,1962-05-30,Group stage,Brazil,2,0,Mexico,Brazil wins,False
139,1962,1962-05-30,Group stage,Argentina,1,0,Bulgaria,Argentina wins,False
140,1962,1962-05-30,Group stage,Chile,3,1,Switzerland,Chile wins,True
141,1962,1962-05-31,Group stage,Russia,2,0,Yugoslavia,Russia wins,False
142,1962,1962-05-31,Group stage,Czechoslovakia,1,0,Spain,Czechoslovakia wins,False
143,1962,1962-05-31,Group stage,Hungary,2,1,England,Hungary wins,False
144,1962,1962-05-31,Group stage,Germany,0,0,Italy,Match nul,False
145,1962,1962-06-02,Group stage,Yugoslavia,3,1,Uruguay,Yugoslavia wins,False
146,1962,1962-06-02,Group stage,Brazil,0,0,Czechoslovakia,Match nul,False
147,1962,1962-06-02,Group stage,England,3,1,Argentina,England wins,False
148,1962,1962-06-02,Group stage,Chile,2,0,Italy,Chile wins,True
149,1962,1962-06-03,Group stage,Russia,4,4,Colombia,Match nul,False
150,1962,1962-06-03,Group stage,Spain,1,0,Mexico,Spain wins,False
151,1962,1962-06-03,Group stage,Hungary,6,1,Bulgaria,Hungary wins,False
152,1962,1962-06-03,Group stage,Germany,2,1,Switzerland,Germany wins,False
153,1962,1962-06-06,Group stage,Russia,2,1,Uruguay,Russia wins,False
154,1962,1962-06-06,Group stage,Brazil,2,1,Spain,Brazil wins,False
155,1962,1962-06-06,Group stage,Hungary,0,0,Argentina,Match nul,False
156,1962,1962-06-06,Group stage,Chile,0,2,Germany,Germany wins,True
157,1962,1962-06-07,Group stage,Yugoslavia,5,0,Colombia,Yugoslavia wins,False
158,1962,1962-06-07,Group stage,Mexico,3,1,Czechoslovakia,Mexico wins,False
159,1962,1962-06-07,Group stage,England,0,0,Bulgaria,Match nul,False
160,1962,1962-06-07,Group stage,Italy,3,0,Switzerland,Italy wins,False
161,1962,1962-06-10,Quarter-finals,Chile,2,1,Russia,Chile wins,True
162,1962,1962-06-10,Quarter-finals,Brazil,3,1,England,Brazil wins,False
163,1962,1962-06-10,Quarter-finals,Czechoslovakia,1,0,Hungary,Czechoslovakia wins,False
164,1962,1962-06-10,Quarter-finals,Yugoslavia,1,0,Germany,Yugoslavia wins,False
165,1962,1962-06-13,Semi-finals,Czechoslovakia,3,1,Yugoslavia,Czechoslovakia wins,False
166,1962,1962-06-13,Semi-finals,Chile,2,4,Brazil,Brazil wins,True
167,1962,1962-06-16,Third place,Chile,1,0,Yugoslavia,Chile wins,True
168,1962,1962-06-17,Final,Brazil,3,1,Czechoslovakia,Brazil wins,False
169,1966,1966-07-11,Group stage,England,0,0,Uruguay,Match nul,True
170,1966,1966-07-12,Group stage,Germany,5,0,Switzerland,Germany wins,False
171,1966,1966-07-12,Group stage,Brazil,2,0,Bulgaria,Brazil wins,False
172,1966,1966-07-12,Group stage,Russia,3,0,North Korea,Russia wins,False
173,1966,1966-07-13,Group stage,France,1,1,Mexico,Match nul,False
174,1966,1966-07-13,Group stage,Portugal,3,1,Hungary,Portugal wins,False
175,1966,1966-07-13,Group stage,Argentina,2,1,Spain,Argentina wins,False
176,1966,1966-07-13,Group stage,Italy,2,0,Chile,Italy wins,False
177,1966,1966-07-15,Group stage,Uruguay,2,1,France,Uruguay wins,False
178,1966,1966-07-15,Group stage,Spain,2,1,Switzerland,Spain wins,False
179,1966,1966-07-15,Group stage,Hungary,3,1,Brazil,Hungary wins,False
180,1966,1966-07-15,Group stage,North Korea,1,1,Chile,Match nul,False
181,1966,1966-07-16,Group stage,Portugal,3,0,Bulgaria,Portugal wins,False
182,1966,1966-07-16,Group stage,Germany,0,0,Argentina,Match nul,False
183,1966,1966-07-16,Group stage,Russia,1,0,Italy,Russia wins,False
184,1966,1966-07-16,Group stage,England,2,0,Mexico,England wins,True
185,1966,1966-07-19,Group stage,Uruguay,0,0,Mexico,Match nul,False
186,1966,1966-07-19,Group stage,Argentina,2,0,Switzerland,Argentina wins,False
187,1966,1966-07-19,Group stage,Portugal,3,1,Brazil,Portugal wins,False
188,1966,1966-07-19,Group stage,North Korea,1,0,Italy,North Korea wins,False
189,1966,1966-07-20,Group stage,England,2,0,France,England wins,True
190,1966,1966-07-20,Group stage,Hungary,3,1,Bulgaria,Hungary wins,False
191,1966,1966-07-20,Group stage,Germany,2,1,Spain,Germany wins,False
192,1966,1966-07-20,Group stage,Russia,2,1,Chile,Russia wins,False
193,1966,1966-07-23,Quarter-finals,England,1,0,Argentina,England wins,True
194,1966,1966-07-23,Quarter-finals,Germany,4,0,Uruguay,Germany wins,False
195,1966,1966-07-23,Quarter-finals,Russia,2,1,Hungary,Russia wins,False
196,1966,1966-07-23,Quarter-finals,Portugal,5,3,North Korea,Portugal wins,False
197,1966,1966-07-25,Semi-finals,Germany,2,1,Russia,Germany wins,False
198,1966,1966-07-26,Semi-finals,England,2,1,Portugal,England wins,True
199,1966,1966-07-28,Third place,Portugal,2,1,Russia,Portugal wins,False
200,1966,1966-07-30,Final,England,4,2,Germany,Extra time,True
201,1970,1970-05-31,Group stage,Mexico,0,0,Russia,Match nul,True
202,1970,1970-06-02,Group stage,Uruguay,2,0,Israel,Uruguay wins,False
203,1970,1970-06-02,Group stage,Peru,3,2,Bulgaria,Peru wins,False
204,1970,1970-06-02,Group stage,England,1,0,Romania,England wins,False
205,1970,1970-06-03,Group stage,Italy,1,0,Sweden,Italy wins,False
206,1970,1970-06-03,Group stage,Germany,2,1,Morocco,Germany wins,False
207,1970,1970-06-03,Group stage,Brazil,4,1,Czechoslovakia,Brazil wins,False
208,1970,1970-06-03,Group stage,Belgium,3,0,El Salvador,Belgium wins,False
209,1970,1970-06-06,Group stage,Uruguay,0,0,Italy,Match nul,False
210,1970,1970-06-06,Group stage,Peru,3,0,Morocco,Peru wins,False
211,1970,1970-06-06,Group stage,Romania,2,1,Czechoslovakia,Romania wins,False
212,1970,1970-06-06,Group stage,Russia,4,1,Belgium,Russia wins,False
213,1970,1970-06-07,Group stage,Sweden,1,1,Israel,Match nul,False
214,1970,1970-06-07,Group stage,Germany,5,2,Bulgaria,Germany wins,False
215,1970,1970-06-07,Group stage,Brazil,1,0,England,Brazil wins,False
216,1970,1970-06-07,Group stage,Mexico,4,0,El Salvador,Mexico wins,True
217,1970,1970-06-10,Group stage,Sweden,1,0,Uruguay,Sweden wins,False
218,1970,1970-06-10,Group stage,Germany,3,1,Peru,Germany wins,False
219,1970,1970-06-10,Group stage,Brazil,3,2,Romania,Brazil wins,False
220,1970,1970-06-10,Group stage,Russia,2,0,El Salvador,Russia wins,False
221,1970,1970-06-11,Group stage,Italy,0,0,Israel,Match nul,False
222,1970,1970-06-11,Group stage,Bulgaria,1,1,Morocco,Match nul,False
223,1970,1970-06-11,Group stage,England,1,0,Czechoslovakia,England wins,False
224,1970,1970-06-11,Group stage,Mexico,1,0,Belgium,Mexico wins,True
225,1970,1970-06-14,Quarter-finals,Mexico,1,4,Italy,Italy wins,True
226,1970,1970-06-14,Quarter-finals,Germany,3,2,England,Extra time,False
227,1970,1970-06-14,Quarter-finals,Brazil,4,2,Peru,Brazil wins,False
228,1970,1970-06-14,Quarter-finals,Uruguay,1,0,Russia,Extra time,False
229,1970,1970-06-17,Semi-finals,Brazil,3,1,Uruguay,Brazil wins,False
230,1970,1970-06-17,Semi-finals,Italy,4,3,Germany,Extra time,False
231,1970,1970-06-20,Third place,Germany,1,0,Uruguay,Germany wins,False
232,1970,1970-06-21,Final,Brazil,4,1,Italy,Brazil wins,False
233,1974,1974-06-13,First group stage,Brazil,0,0,Yugoslavia,Match nul,False
234,1974,1974-06-14,First group stage,Germany,1,0,Chile,Germany wins,True
235,1974,1974-06-14,First group stage,East Germany,2,0,Australia,East Germany wins,False
236,1974,1974-06-14,First group stage,DR Congo,0,2,Scotland,Scotland wins,False
237,1974,1974-06-15,First group stage,Uruguay,0,2,Netherlands,Netherlands wins,False
238,1974,1974-06-15,First group stage,Sweden,0,0,Bulgaria,Match nul,False
239,1974,1974-06-15,First group stage,Italy,3,1,Haiti,Italy wins,False
240,1974,1974-06-15,First group stage,Poland,3,2,Argentina,Poland wins,False
241,1974,1974-06-18,First group stage,Germany,3,0,Australia,Germany wins,True
242,1974,1974-06-18,First group stage,Scotland,0,0,Brazil,Match nul,False
243,1974,1974-06-18,First group stage,Chile,1,1,East Germany,Match nul,False
244,1974,1974-06-18,First group stage,Yugoslavia,9,0,DR Congo,Yugoslavia wins,False
245,1974,1974-06-19,First group stage,Netherlands,0,0,Sweden,Match nul,False
246,1974,1974-06-19,First group stage,Bulgaria,1,1,Uruguay,Match nul,False
247,1974,1974-06-19,First group stage,Haiti,0,7,Poland,Poland wins,False
248,1974,1974-06-19,First group stage,Argentina,1,1,Italy,Match nul,False
249,1974,1974-06-22,First group stage,Scotland,1,1,Yugoslavia,Match nul,False
250,1974,1974-06-22,First group stage,Australia,0,0,Chile,Match nul,False
251,1974,1974-06-22,First group stage,DR Congo,0,3,Brazil,Brazil wins,False
252,1974,1974-06-22,First group stage,Germany,0,1,East Germany,East Germany wins,True
253,1974,1974-06-23,First group stage,Bulgaria,1,4,Netherlands,Netherlands wins,False
254,1974,1974-06-23,First group stage,Argentina,4,1,Haiti,Argentina wins,False
255,1974,1974-06-23,First group stage,Sweden,3,0,Uruguay,Sweden wins,False
256,1974,1974-06-23,First group stage,Poland,2,1,Italy,Poland wins,False
257,1974,1974-06-26,Second group stage,Germany,2,0,Yugoslavia,Germany wins,True
258,1974,1974-06-26,Second group stage,Brazil,1,0,East Germany,Brazil wins,False
259,1974,1974-06-26,Second group stage,Netherlands,4,0,Argentina,Netherlands wins,False
260,1974,1974-06-26,Second group stage,Sweden,0,1,Poland,Poland wins,False
261,1974,1974-06-30,Second group stage,Argentina,1,2,Brazil,Brazil wins,False
262,1974,1974-06-30,Second group stage,Poland,2,1,Yugoslavia,Poland wins,False
263,1974,1974-06-30,Second group stage,East Germany,0,2,Netherlands,Netherlands wins,False
264,1974,1974-06-30,Second group stage,Germany,4,2,Sweden,Germany wins,True
265,1974,1974-07-03,Second group stage,Germany,1,0,Poland,Germany wins,True
266,1974,1974-07-03,Second group stage,Netherlands,2,0,Brazil,Netherlands wins,False
267,1974,1974-07-03,Second group stage,Argentina,1,1,East Germany,Match nul,False
268,1974,1974-07-03,Second group stage,Sweden,2,1,Yugoslavia,Sweden wins,False
269,1974,1974-07-06,Third place,Brazil,0,1,Poland,Poland wins,False
270,1974,1974-07-07,Final,Germany,2,1,Netherlands,Germany wins,True
271,1978,1978-06-01,First group stage,Germany,0,0,Poland,Match nul,False
272,1978,1978-06-02,First group stage,Italy,2,1,France,Italy wins,False
273,1978,1978-06-02,First group stage,Tunisia,3,1,Mexico,Tunisia wins,False
274,1978,1978-06-02,First group stage,Argentina,2,1,Hungary,Argentina wins,True
275,1978,1978-06-03,First group stage,Sweden,1,1,Brazil,Match nul,False
276,1978,1978-06-03,First group stage,Austria,2,1,Spain,Austria wins,False
277,1978,1978-06-03,First group stage,Peru,3,1,Scotland,Peru wins,False
278,1978,1978-06-03,First group stage,Netherlands,3,0,Iran,Netherlands wins,False
279,1978,1978-06-06,First group stage,Italy,3,1,Hungary,Italy wins,False
280,1978,1978-06-06,First group stage,Poland,1,0,Tunisia,Poland wins,False
281,1978,1978-06-06,First group stage,Germany,6,0,Mexico,Germany wins,False
282,1978,1978-06-06,First group stage,Argentina,2,1,France,Argentina wins,True
283,1978,1978-06-07,First group stage,Brazil,0,0,Spain,Match nul,False
284,1978,1978-06-07,First group stage,Austria,1,0,Sweden,Austria wins,False
285,1978,1978-06-07,First group stage,Scotland,1,1,Iran,Match nul,False
286,1978,1978-06-07,First group stage,Netherlands,0,0,Peru,Match nul,False
287,1978,1978-06-10,First group stage,France,3,1,Hungary,France wins,False
288,1978,1978-06-10,First group stage,Poland,3,1,Mexico,Poland wins,False
289,1978,1978-06-10,First group stage,Germany,0,0,Tunisia,Match nul,False
290,1978,1978-06-10,First group stage,Argentina,0,1,Italy,Italy wins,True
291,1978,1978-06-11,First group stage,Brazil,1,0,Austria,Brazil wins,False
292,1978,1978-06-11,First group stage,Spain,1,0,Sweden,Spain wins,False
293,1978,1978-06-11,First group stage,Peru,4,1,Iran,Peru wins,False
294,1978,1978-06-11,First group stage,Scotland,3,2,Netherlands,Scotland wins,False
295,1978,1978-06-14,Second group stage,Germany,0,0,Italy,Match nul,False
296,1978,1978-06-14,Second group stage,Netherlands,5,1,Austria,Netherlands wins,False
297,1978,1978-06-14,Second group stage,Brazil,3,0,Peru,Brazil wins,False
298,1978,1978-06-14,Second group stage,Argentina,2,0,Poland,Argentina wins,True
299,1978,1978-06-18,Second group stage,Poland,1,0,Peru,Poland wins,False
300,1978,1978-06-18,Second group stage,Italy,1,0,Austria,Italy wins,False
301,1978,1978-06-18,Second group stage,Germany,2,2,Netherlands,Match nul,False
302,1978,1978-06-18,Second group stage,Argentina,0,0,Brazil,Match nul,True
